,id,subj,verb,obj1,adj1,preps1,obj2,adj2,preps2,obj1 phrasal weight,obj2 phrasal weight,distilgpt2 sentence score,full obj1,full obj2,obj1 syll,obj2 syll,distilgpt2 obj1 tokens,distilgpt2 obj2 tokens,obj1 len,obj2 len,gpt2 sentence score,gpt2 obj1 tokens,gpt2 obj2 tokens,gpt2_med sentence score,gpt2_med obj1 tokens,gpt2_med obj2 tokens,gpt2_large sentence score,gpt2_large obj1 tokens,gpt2_large obj2 tokens,gpt2_xl sentence score,gpt2_xl obj1 tokens,gpt2_xl obj2 tokens,llama_3 sentence score,llama_3 obj1 tokens,llama_3 obj2 tokens,llama_3_chat sentence score,llama_3_chat obj1 tokens,llama_3_chat obj2 tokens,babyopt sentence score,babyopt obj1 tokens,babyopt obj2 tokens,babyllama sentence score,babyllama obj1 tokens,babyllama obj2 tokens,mistral_0.3 sentence score,mistral_0.3 obj1 tokens,mistral_0.3 obj2 tokens,mistral_0.3_chat sentence score,mistral_0.3_chat obj1 tokens,mistral_0.3_chat obj2 tokens,olmo sentence score,olmo obj1 tokens,olmo obj2 tokens,olmo_chat sentence score,olmo_chat obj1 tokens,olmo_chat obj2 tokens,syll_ratio,wordlength_ratio,mods_ratio,sentence_shifted,sentence_nonshifted,gpt2_score,gpt2_med_score,gpt2_large_score,gpt2_xl_score,llama_3_score,llama_3_chat_score,babyopt_score,babyllama_score,mistral_0.3_score,mistral_0.3_chat_score,olmo_score,olmo_chat_score,var,responses
85,85,John,showed,the group,['crowded'],[],the piece,"['famous', 'large', 'art']",[],2,4,-6.285683892,the crowded group,the famous large art piece,4,6,4,6,3,5,-5.6975430575,4,6,-5.6716912009,4,6,-5.6917188384,4,6,-5.6997195157,4,6,-5.7664858898,4,6,-5.9905398289,4,6,-8.4630066156,4,6,-5.9522963004000005,4,6,-5.8079711199,4,6,-5.7742946545,4,6,-5.4975152883,4,6,-5.6709274812,4,6,0.6666666667000001,0.6000000000000001,0.5,John showed the famous large art piece to the crowded group.,John showed the crowded group the famous large art piece.,-0.46917752360000003,-0.4949343942,-0.5149651788,-0.5176944343000001,-0.5412762128,-0.558398012,-0.6033752724,-0.5187384648,-0.5632155266000001,-0.6258249969,-0.322969636,-0.1901759104,da,"[7.0, 4.0, 7.0, 4.0]"
86,86,John,built,the citizens,"['injured', 'homeless']",['in a city'],an app,['automated'],[],4,2,-6.0624423394,the injured homeless citizens in a city,an automated app,13,6,7,4,7,3,-5.7920816862,7,4,-5.5558140094,7,4,-5.7291362102,7,4,-5.4852315829,7,4,-5.6060166359,7,4,-5.7895302432,7,4,-8.2085757256,7,4,-5.296073246,8,5,-5.6565217291,7,4,-5.5523697989,7,4,-5.1134415773,7,4,-5.2532589986,7,4,2.1666666667,2.3333333333,2.0,John built an automated app for the injured homeless citizens in a city.,John built the injured homeless citizens in a city an automated app.,-1.0835728523000001,-1.6662210807,-1.5391332492,-1.7483796432,-1.1687668654,-1.3673875122,-0.9282190616,-0.8109194415000001,-0.9340714255,-1.146240947,-1.2992183857,-1.5670751975000001,da,"[6.0, 5.0, 7.0, 7.0, 6.0]"
87,87,John,prepared,his mother,['sick'],['at the care home'],a feast,['celebratory'],[],3,2,-4.7561537879,his sick mother at the care home,a celebratory feast,8,7,7,5,7,3,-4.0282543727,7,5,-4.0844464983,7,5,-4.0627548013,7,5,-4.068960871,7,5,-4.2632143656,7,5,-4.012056001,7,5,-7.1642020861,7,5,-4.9165855816,7,5,-4.0252041221,7,6,-4.1800526381,7,6,-4.0277947017,7,5,-3.8000363963,7,5,1.1428571429,2.3333333333,1.5,John prepared a celebratory feast for his sick mother at the care home.,John prepared his sick mother at the care home a celebratory feast.,-0.9816253998000001,-1.0993944184,-1.0598223891,-1.3927065566,-1.0561450732,-1.487385827,-1.5840559596000001,-1.0735120879,-0.7730179429,-0.8170651992,-0.6942277950000001,-1.1360741369,da,"[7.0, 7.0, 7.0, 7.0, 6.0]"
88,88,John,built,the children,['young'],"['from the disaster', 'in his town']",a boat,"['big', 'fast', 'green']",[],4,4,-5.3660461201,the young children from the disaster in his town,a big fast green boat,12,5,9,6,9,5,-5.017327477,9,6,-5.2450260836,9,6,-5.1027989388,9,6,-5.1439343621,9,6,-5.1494598918,9,6,-5.195830822,9,6,-7.3260018561,9,6,-4.8592066484,9,6,-5.0780546135,9,6,-5.0598082807,9,6,-4.992473406,9,6,-5.6263557322,9,6,2.4,1.8,1.0,John built a big fast green boat for the young children from the disaster in his town.,John built the young children from the disaster in his town a big fast green boat.,-0.9056568846,-1.0988581461,-0.9149976372,-0.8969828556,-0.5777061438000001,-0.7340370066,-0.6299373246000001,-0.8162386102,-0.5027502113,-0.4796222815,-0.7182828363,-0.4735176318,da,"[6.0, 6.0, 1.0, 7.0, 7.0]"
89,89,John,rents,students,"['wealthy', 'college']",['at the campus'],apartments,"['small', 'cheap', 'studio']",[],4,4,-5.8112820845,wealthy college students at the campus,small cheap studio apartments,10,8,7,5,6,4,-5.448429988,7,5,-5.4472758953,7,5,-5.2904332601,7,5,-5.3161021379,7,5,-5.0087892669,7,5,-5.3715503897,7,5,-8.4044675827,7,5,-5.67691377,7,7,-4.7216526985,6,5,-4.8804934184,6,5,-4.8305600973,7,5,-4.9478639823,7,5,1.25,1.5,1.0,John rents small cheap studio apartments to wealthy college students at the campus.,John rents wealthy college students at the campus small cheap studio apartments.,-0.9865148006000001,-1.1131514525,-1.2952058988,-1.0824873937,-1.3953202478,-1.5038561323,-1.306077407,-0.9833491553,-1.4246908733,-1.1077718576,-1.5045930453,-2.0243867177,da,"[7.0, 4.0, 7.0, 7.0, 7.0]"
90,90,John,mailed,his family,"['large', 'extended']","['from the farms', 'in Kansas']",a letter,['long'],"['for the financial account', 'for the house']",5,4,-5.2277893587,his large extended family from the farms in Kansas,a long letter for the financial account for the house,14,14,9,10,9,10,-4.7825334722,9,10,-4.7679567337,9,10,-4.8785798983,9,10,-4.6720057618,9,10,-4.7651952868,9,10,-5.1559062211,9,10,-7.0377344049,9,10,-4.8490728917,9,10,-4.7646796306,9,10,-4.7825527191,9,10,-4.5316635045,9,10,-4.8604301973,9,10,1.0,0.9,1.25,John mailed a long letter for the financial account for the house to his large extended family from the farms in Kansas.,John mailed his large extended family from the farms in Kansas a long letter for the financial account for the house.,-0.3408343823,-0.385860761,-0.3308494112,-0.45306367480000004,-0.6039557853,-0.6112114743,-0.5351084532,-0.3933832627,-0.2378161144,-0.33226749170000003,-0.2632174987,-0.1546032749,da,"[7.0, 5.0, 7.0, 4.0, 4.0, 1.0, 3.0, 6.0, 7.0, 4.0, 7.0, 6.0]"
91,91,John,built,his brother,['sick'],"['with cancer', 'from the mines']",a boat,['green'],['with powered engines'],4,3,-5.8301841511,his sick brother with cancer from the mines,a green boat with powered engines,11,9,8,6,8,6,-5.4229945015,8,6,-5.7350914899,8,6,-5.8105025572,8,6,-5.5193473311,8,6,-5.6415344344000005,8,6,-5.9613861773,8,6,-7.9632335504,8,6,-5.4108308421,8,7,-5.5712242391,8,6,-5.6951390372,8,6,-5.5295205397,8,6,-5.7720849935,8,6,1.2222222222,1.3333333333,1.3333333333,John built a green boat with powered engines for his sick brother with cancer from the mines.,John built his sick brother with cancer from the mines a green boat with powered engines.,-0.9078591991,-1.2334336814,-1.0438746529,-1.3825935809,-0.6750280218,-0.8866779368000001,-0.5153510477000001,-0.6880366865,-0.48383132310000004,-0.48380608340000003,-0.6991812604000001,-1.1126787838,da,"[5.0, 3.0, 1.0, 6.0, 7.0]"
92,92,John,showed,his friend,['longtime'],['with an art history degree'],the building,"['Baroque', 'church']",['from Italy'],3,4,-5.252005025,his longtime friend with an art history degree,the Baroque church building from Italy,12,10,8,8,8,6,-4.8940945675,8,8,-4.6687250639,8,8,-4.3689378437,8,8,-4.4459762573,8,8,-4.9421641199,8,7,-5.1620947938,8,7,-6.8711633921,8,8,-5.1901344061,9,8,-4.3742849032,9,8,-4.4044715563,9,8,-4.8221686151,8,7,-5.0488630931,8,7,1.2,1.3333333333,0.75,John showed the Baroque church building from Italy to his longtime friend with an art history degree.,John showed his longtime friend with an art history degree the Baroque church building from Italy.,-0.2685069034,-0.27231836600000003,-0.3798165517,-0.4144448969,-0.11943661820000001,-0.1414049313,-0.23535992090000002,-0.21296199370000002,-0.1699828943,-0.1487214168,-0.1209822418,-0.3104871114,da,"[1.0, 2.0, 7.0, 7.0, 5.0]"
93,93,John,built,his parents,"['kind', 'disabled']",[],a boat,['speed'],[],3,2,-6.3889093399,his kind disabled parents,a speed boat,7,3,5,4,4,3,-6.1008708954,5,4,-6.3187602997,5,4,-6.1826651573,5,4,-5.9248534203,5,4,-5.9176885431,5,4,-6.1951941143,5,4,-8.8223593885,5,4,-5.1897379268,6,4,-6.108399738,5,4,-6.160154516,5,4,-5.8863635063,5,4,-6.1240384102,5,4,2.3333333333,1.3333333333,1.5,John built a speed boat for his kind disabled parents.,John built his kind disabled parents a speed boat.,-1.0341914283,-1.1301833682,-1.0881596459,-0.9010698636000001,-1.127053755,-1.2711978306,-1.1833954638,-1.4537022721,-0.979191624,-0.9809816534,-1.1317214436,-1.2647830857,da,"[4.0, 6.0, 7.0, 6.0, 4.0]"
94,94,John,rents,students,['wealthy'],[],apartments,['studio'],"['with balconies', 'in downtown']",2,4,-6.3423422178,wealthy students,studio apartments with balconies in downtown,4,13,4,8,2,6,-5.7910963694,4,8,-5.5563100179000005,4,8,-5.4380054077,4,8,-5.5423943202,4,8,-5.3785268343,4,7,-5.5390312855,4,7,-8.5458580897,4,8,-5.7384386063,4,11,-4.9560543128,3,7,-5.0667990276,3,7,-4.9331800143,4,8,-5.3111509085,4,8,0.3076923077,0.33333333330000003,0.5,John rents studio apartments with balconies in downtown to wealthy students.,John rents wealthy students studio apartments with balconies in downtown.,-0.5481689338,-0.2334845572,-0.45162547350000004,-0.3604221922,-1.0348622922,-1.6189051683,-1.2878339046,-0.4297749315,-0.9256397106,-0.9283774711,-0.9016182784000001,-0.8844812024,da,"[2.0, 7.0, 2.0, 7.0]"
95,95,John,rents,immigrants,['American'],"['with college degrees', 'from Texas']",houses,['vacation'],['from a famous architect'],4,3,-6.0566848516,American immigrants with college degrees from Texas,vacation houses from a famous architect,15,12,7,8,7,6,-5.3516516685,7,8,-5.6413652897,7,8,-5.4555557668,7,8,-5.7861984968,7,8,-5.8949321298,7,7,-6.4264752164,7,7,-8.9701032358,7,8,-5.7225355572,8,8,-5.6243576739,7,6,-5.7722887463,7,6,-5.662139833,7,7,-6.0755777657,7,7,1.25,1.1666666667,1.3333333333,John rents vacation houses from a famous architect to American immigrants with college degrees from Texas.,John rents American immigrants with college degrees from Texas vacation houses from a famous architect.,-0.9370354653,-1.0232577165,-0.7450343033,-0.6681726376,-1.089745632,-0.9708715186,0.0666113215,-0.6050297201,-0.7757991606,-0.9485331953,-0.7280568401,-1.1528618832,da,"[2.0, 7.0, 7.0, 7.0, 6.0]"
96,96,John,made,his mother,"['old', 'sick', 'disabled']","['at the care home', 'in Miami', 'with Alzheimers']",soup,[],['with vegetables'],7,2,-5.4996538616,his old sick disabled mother at the care home in Miami with Alzheimers, soup with vegetables,20,6,15,3,13,3,-5.2209534418,15,3,-5.2406598046,15,3,-5.0660791851,15,3,-5.1511892818,15,3,-4.6196659544,16,3,-4.8533171156,16,3,-8.1865720966,15,3,-5.3004384248,17,3,-4.4241825809,16,3,-4.554493987,16,3,-4.7845618291,16,3,-4.9286224192,16,3,3.3333333333,4.3333333333,3.5,John made soup with vegetables for his old sick disabled mother at the care home in Miami with Alzheimers.,John made his old sick disabled mother at the care home in Miami with Alzheimers soup with vegetables.,-0.4384715307,-0.7621033237,-0.8509198212,-0.6516450144,-0.4612688519,-0.4289936737,-0.6164831898,-0.4666304815,-0.46382891800000003,-0.4053001442,-0.26873112660000004,-0.4939630682,da,"[7.0, 6.0, 7.0, 6.0, 6.0, 6.0]"
97,97,John,sent,his family,['large'],"['from the farms', 'in the plains', 'in Kansas']",a message,"['short', 'notice']","['about his travel in Europe', 'for his work']",5,5,-5.0284358538,his large family from the farms in the plains in Kansas,a short notice message about his travel in Europe for his work,14,17,11,12,11,12,-4.8976833637,11,12,-4.8348661569,11,12,-4.6857501543,11,12,-4.5437828211,11,12,-4.5352290471,11,12,-4.8465940864,11,12,-6.2864966922,11,12,-4.7454117628,11,12,-4.2940903051,12,12,-4.4018442631,12,12,-4.32718343,11,12,-4.6890065487,11,12,0.8235294118,0.9166666667000001,1.0,John sent a short notice message about his travel in Europe for his work to his large family from the farms in the plains in Kansas.,John sent his large family from the farms in the plains in Kansas a short notice message about his travel in Europe for his work.,0.0199619587,-0.2338823172,-0.21867519970000002,-0.3514800115,-0.0859113229,0.031727855400000005,-0.7672838635,-0.3660698656,-0.16997461090000002,-0.1483861693,-0.5009246709,-0.5591029064,da,"[5.0, 4.0, 5.0, 3.0, 6.0]"
98,98,John,sells,students,"['wealthy', 'college']",['at the campus'],apartments,['cheap'],['with balconies'],4,3,-5.3840638569,wealthy college students at the campus,cheap apartments with balconies,10,8,7,6,6,4,-5.1705308642,7,6,-5.0944009508,7,6,-4.816708156,7,6,-4.7719937052,7,6,-4.9804632823,7,5,-5.1435117404,7,5,-7.096114858,7,6,-4.9303870201,7,8,-4.7390967607,6,5,-4.9485954344,6,5,-4.6587422235,7,6,-5.1851727622,7,6,1.25,1.5,1.3333333333,John sells cheap apartments with balconies to wealthy college students at the campus.,John sells wealthy college students at the campus cheap apartments with balconies.,-0.908735904,-0.7901762868000001,-0.7270295856,-0.8517992732,-0.9462678614000001,-0.9869661308000001,-1.9611758323000001,-0.8923014104,-0.7262046576000001,-0.7412439923,-1.1858093031,-1.4228819857,da,"[2.0, 7.0, 7.0, 7.0]"
99,99,John,wrote,his family,['large'],"['in the plains', 'in Kansas']",a message,['notice'],"['about his travel in Europe', 'for his work']",4,4,-5.3197981228,his large family in the plains in Kansas,a notice message about his travel in Europe for his work,11,16,8,11,8,11,-4.936513554,8,11,-4.8338502537,8,11,-4.9312222004,8,11,-4.783852122,8,11,-4.7003929926,8,11,-5.0601204789,8,11,-6.7094480473,8,11,-4.796476906,8,11,-4.5448928078,9,11,-4.6107442578,9,11,-4.7193274931,8,11,-5.2799362269,8,11,0.6875,0.7272727273,1.0,John wrote a notice message about his travel in Europe for his work to his large family in the plains in Kansas.,John wrote his large family in the plains in Kansas a notice message about his travel in Europe for his work.,-0.5885680805,-0.4353376735,-0.4073839301,-0.5871441262,-0.43146873750000003,-0.28712640640000003,-1.0413244722,-0.8319211718,-0.4752300727,-0.6030987354,-0.2880104858,0.0730839498,da,"[7.0, 2.0, 7.0, 6.0, 4.0, 1.0, 5.0, 7.0, 4.0, 5.0, 1.0, 5.0]"
100,100,John,constructed,the citizens,"['injured', 'homeless']","['without shelter', 'in a city', 'in the Midwest']",a boat,"['big', 'green']","['with powered engines', 'for driving on the water']",6,5,-5.4185278857,the injured homeless citizens without shelter in a city in the Midwest,a big green boat with powered engines for driving on the water,21,17,12,12,12,12,-5.0805695145,12,12,-5.2405846207,12,12,-4.8926346567,12,12,-5.1205510034,12,12,-5.06865842,12,12,-5.1107690505,12,12,-7.349196417,12,12,-4.891962417,14,13,-4.6887803078,13,12,-4.5921412008,13,12,-4.7992644133,12,12,-4.9600899131,12,12,1.2352941176,1.0,1.2,John constructed a big green boat with powered engines for driving on the water for the injured homeless citizens without shelter in a city in the Midwest.,John constructed the injured homeless citizens without shelter in a city in the Midwest a big green boat with powered engines for driving on the water.,-0.525954146,-0.4343108859,-0.7376627290000001,-0.6870338325,-0.3906510696,-0.6320422055,-0.4114737681,-0.4271701412,-0.4516761473,-0.5429709997000001,-0.5309247047,-1.0467369462,da,"[7.0, 6.0, 6.0, 6.0, 6.0]"
101,101,John,mailed,his friend,"['good', 'trusted', 'longtime']",[],flowers,[],"['with trimmed stems', 'from the nursery in town', 'with a lace wrap']",4,4,-6.5469677335,his good trusted longtime friend, flowers with trimmed stems from the nursery in town with a lace wrap,7,17,6,13,5,13,-6.3238307408,6,13,-6.1095926194,6,13,-6.2335983231,6,13,-6.0683386893,6,13,-6.0622600209,6,13,-6.1382720037,6,13,-7.9286335382,6,13,-5.503183918,7,15,-4.6554975181,7,18,-4.7429995044,7,18,-5.8108072281,6,13,-6.0081891105,6,13,0.4117647059,0.3846153846,1.0,John mailed flowers with trimmed stems from the nursery in town with a lace wrap to his good trusted longtime friend.,John mailed his good trusted longtime friend flowers with trimmed stems from the nursery in town with a lace wrap.,-0.20396466940000002,-0.547584352,-0.3933104322,-0.4997521787,-0.1345790846,-0.3631169775,-0.0918238885,-0.21463859400000002,-0.0618273348,-0.07084934870000001,-0.3801508427,-0.4281639054,da,"[2.0, 4.0, 1.0, 4.0, 6.0]"
102,102,John,showed,his friend,['longtime'],['from Michigan'],his outfit,"['expensive', 'handmade']",['from the designer'],3,4,-5.7185141246,his longtime friend from Michigan,his expensive handmade outfit from the designer,8,13,5,7,5,7,-5.5480916341,5,7,-5.5117289225,5,7,-5.3117880821,5,7,-5.3590013822,5,7,-5.5004246831,5,7,-5.745459944,5,7,-8.1878469288,5,7,-5.736233599,6,8,-5.0865411229,6,8,-5.1347765128,6,8,-5.0562990308,5,8,-5.4358788729,5,8,0.6153846154,0.7142857143,0.75,John showed his expensive handmade outfit from the designer to his longtime friend from Michigan.,John showed his longtime friend from Michigan his expensive handmade outfit from the designer.,-0.46021023710000003,-0.14115596960000001,-0.3421741895,-0.46972044760000004,-0.24505153100000002,-0.14402360320000002,-0.6971729458,-0.5859017004,-0.097298619,-0.0896816207,-0.3031219363,-0.08556856310000001,da,"[7.0, 5.0, 6.0, 7.0]"
103,103,John,sent,his family,['extended'],"['from the farms', 'in the plains', 'in Kansas']",a letter,['written'],"['with bank information', 'for the financial account']",5,4,-5.1532270908,his extended family from the farms in the plains in Kansas,a written letter with bank information for the financial account,16,18,11,10,11,10,-4.7515101433,11,10,-4.7657020092,11,10,-4.7177948952,11,10,-4.6445762515,11,10,-4.9085122108,11,10,-4.8544151497,11,10,-6.9554314613,11,10,-4.8422201673,11,10,-4.5538515128,12,10,-4.5403293463,12,10,-4.5437544584,11,10,-4.8345720768,11,10,0.8888888889000001,1.1,1.25,John sent a written letter with bank information for the financial account to his extended family from the farms in the plains in Kansas.,John sent his extended family from the farms in the plains in Kansas a written letter with bank information for the financial account.,-0.39568426300000004,-0.17753247590000001,-0.2973365576,-0.3733012443,0.0741052786,-0.2914902854,-0.6414842805000001,-0.42650006560000003,-0.1245139085,-0.21972266710000002,0.09413557980000001,0.19783939490000002,da,"[4.0, 2.0, 7.0, 6.0, 6.0]"
104,104,John,wrote,his family,[],[],a letter,['long'],"['with bank information', 'for the financial account', 'for the house']",1,5,-5.1400145425,his family,a long letter with bank information for the financial account for the house,4,20,4,13,2,13,-4.5827787187,4,13,-4.3620910645,4,13,-4.3740271197,4,13,-4.5026087496,4,13,-4.5124694172,4,13,-4.4721627737,4,13,-6.6243985829,4,13,-4.4515794648,4,13,-4.4421749366,4,13,-4.5005769479,4,13,-4.2359629207,4,13,-4.5704481867,4,13,0.2,0.1538461538,0.2,John wrote a long letter with bank information for the financial account for the house to his family.,John wrote his family a long letter with bank information for the financial account for the house.,-0.11415861790000001,0.0246294807,0.0876956624,0.19473056390000001,0.1820175048,0.0288339958,-0.6669890546,-0.4361751158,0.0957061966,0.0620203032,0.064440668,0.1711692655,da,"[4.0, 4.0, 3.0, 1.0, 3.0]"
105,105,John,shipped,his sister,['step'],[],flowers,"['beautiful', 'pink']","['with trimmed stems', 'with a lace wrap']",2,5,-6.4287577868,his step sister,beautiful pink flowers with trimmed stems with a lace wrap,4,14,4,11,3,10,-5.7605288029,4,11,-5.5890088081,4,11,-6.0676575899,4,11,-5.6193007827,4,11,-5.6465754228,4,10,-5.8215049014,4,10,-9.312865117,4,11,-5.4907230578,4,14,-4.9291053057,4,13,-5.0267354727,4,13,-5.4667183757,4,11,-5.850692749,4,11,0.2857142857,0.30000000000000004,0.4,John shipped beautiful pink flowers with trimmed stems with a lace wrap to his step sister.,John shipped his step sister beautiful pink flowers with trimmed stems with a lace wrap.,-0.2255358537,-0.2779017449,0.0319832086,-0.28392874,-0.3295185251,-0.3769971325,0.1599188236,-0.22410667850000002,-0.5365682162000001,-0.5148842799,-0.4567197919,-0.38616383870000004,da,"[1.0, 7.0, 3.0, 6.0, 5.0, 7.0, 2.0, 6.0, 6.0, 6.0, 7.0, 6.0]"
106,106,John,showed,his sister,"['tall', 'step']",['in college'],his outfit,"['handmade', 'silk']",['from the designer'],4,4,-6.0105017424,his tall step sister in college,his handmade silk outfit from the designer,8,11,6,7,6,7,-6.0757622719,6,7,-5.7922182083000004,6,7,-5.6616042554,6,7,-5.8745706379,6,7,-5.949177714,6,7,-6.186766961,6,7,-8.4946249233,6,7,-6.0093453912,6,8,-5.9797538122,6,8,-6.0671114922,6,8,-5.5132773343,6,8,-6.0908281102,6,8,0.7272727273,0.8571428571,1.0,John showed his handmade silk outfit from the designer to his tall step sister in college.,John showed his tall step sister in college his handmade silk outfit from the designer.,-0.46171229680000003,-0.5457843145,-0.1571226657,-0.4287991385,-0.3734561783,-0.2254193338,-0.44396712320000004,-0.5314293416,-0.13561180520000002,-0.0810096684,-0.5745456394,-0.3456314311,da,"[5.0, 7.0, 4.0, 2.0]"
